,value
9403,0
9404,0
9405,0
9406,0
9407,0
9408,0
9409,0
9410,0
9411,0
9412,0
9413,4
9414,0
9415,0
9416,0
9417,0
9418,0
9419,0
9420,0
9421,0
9422,0
9423,0
9424,0
9425,0
9426,0
9427,0
9428,0
9429,0
9430,0
9431,0
9432,0
9433,0
9434,0
9435,0
9436,0
9437,0
9438,0
9439,0
9440,0
9441,0
9442,0
9443,0
9444,0
9445,673
9446,340
9447,0
9448,0
9449,598
9450,0
9451,0
9452,278
9453,0
9454,0
9455,0
9456,0
9457,224
9458,0
9459,377
9460,335
9461,419
9462,308
9463,123
9464,0
9465,0
9466,0
9467,0
9468,0
9469,0
9470,0
9471,429
9472,447
9473,497
9474,332
9475,0
9476,379
9477,306
9478,357
9479,538
9480,582
9481,82
9482,919
9483,188
9484,402
9485,1047
9486,0
9487,467
9488,214
9489,591
9490,622
9491,0
9492,0
9493,0
9494,0
9495,0
9496,0
9497,0
9498,363
9499,0
9500,0
9501,269
9502,438
9503,79
9504,0
9505,30
9506,438
9507,0
9508,450
9509,0
9510,0
9511,0
9512,0
9513,0
9514,11
9515,93
9516,0
9517,112
9518,0
9519,112
9520,75
9521,146
9522,0
9523,0
9524,0
9525,472
9526,180
9527,198
9528,150
9529,0
9530,143
9531,249
9532,586
9533,296
9534,634
9535,79
9536,391
9537,334
9538,122
9539,334
9540,332
9541,0
9542,0
9543,405
9544,620
9545,740
9546,777
9547,245
9548,669
9549,522
9550,0
9551,0
9552,680
9553,373
9554,330
9555,506
9556,0
9557,314
9558,462
9559,213
9560,725
9561,399
9562,592
9563,514
9564,209
9565,265
9566,228
9567,284
9568,283
9569,227
9570,0
9571,390
9572,311
9573,221
9574,481
9575,0
9576,0
9577,0
9578,229
9579,114
9580,165
9581,339
9582,463
9583,972
9584,185
9585,0
9586,3
9587,0
9588,0
9589,0
9590,3
9591,0
9592,0
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9600,0
9601,0
9602,0
9603,0
9604,0
9605,0
9606,0
9607,0
9608,0
9609,0
9610,0
9611,0
9612,0
9613,0
9614,0
9615,0
9616,0
9617,0
9618,0
9619,0
9620,0
9621,0
9622,0
9623,0
9624,0
9625,0
9626,0
9627,0
9628,0
9629,0
9630,0
9631,0
9632,0
9633,0
9634,0
9635,0
9636,0
9637,0
9638,0
9639,0
9640,0
9641,852
9642,0
9643,0
9644,0
9645,392
9646,0
9647,0
9648,0
9649,0
9650,0
9651,0
9652,0
9653,0
9654,0
9655,0
9656,0
9657,0
9658,0
9659,0
9660,0
9661,0
9662,0
9663,0
9664,0
9665,0
9666,0
9667,0
9668,0
9669,0
9670,0
9671,0
9672,0
9673,0
9674,0
9675,0
9676,0
9677,0
9678,0
9679,0
9680,0
9681,0
9682,0
9683,0
9684,0
9685,0
9686,0
9687,41
9688,0
9689,0
9690,944
9691,439
9692,389
9693,843
9694,0
9695,0
9696,0
9697,616
9698,0
9699,173
9700,355
9701,739
9702,244
9703,155
9704,206
9705,220
9706,315
9707,339
9708,452
9709,240
9710,374
9711,191
9712,0
9713,0
9714,0
9715,0
9716,0
9717,514
9718,459
9719,452
9720,0
9721,0
9722,0
9723,0
9724,827
9725,490
9726,442
9727,712
9728,450
9729,0
9730,472
9731,214
9732,558
9733,0
9734,0
9735,0
9736,405
9737,479
9738,0
9739,3
9740,403
9741,95
9742,0
9743,116
9744,88
9745,707
9746,12
9747,327
9748,0
9749,0
9750,307
9751,191
9752,338
9753,465
9754,169
9755,186
9756,341
9757,220
9758,127
9759,700
9760,535
9761,624
9762,402
9763,502
9764,248
9765,62
9766,359
9767,664
9768,0
9769,0
9770,608
9771,651
9772,4
9773,293
9774,253
9775,644
9776,54
9777,305
9778,402
9779,664
9780,264
9781,175
9782,177
9783,655
9784,92
9785,472
9786,176
9787,197
9788,0
9789,423
9790,59
9791,44
9792,80
9793,339
9794,0
9795,0
9796,127
9797,157
9798,128
9799,41
9800,0
9801,182
9802,569
9803,0
9804,215
9805,122
9806,12
9807,107
9808,152
9809,201
9810,44
9811,17
9812,0
9813,201
9814,0
9815,338
9816,246
9817,0
9818,128
9819,330
9820,338
9821,330
9822,342
9823,244
9824,79
9825,0
9826,73
9827,45
9828,248
9829,816
9830,0
9831,819
9832,342
9833,285
9834,116
9835,416
9836,837
9837,0
9838,250
9839,0
9840,0
9841,0
9842,165
9843,144
9844,0
9845,153
9846,80
9847,0
9848,469
9849,0
9850,30
9851,0
9852,0
9853,0
9854,0
9855,412
9856,0
9857,0
9858,154
9859,747
9860,3
9861,144
9862,171
9863,449
9864,287
9865,0
9866,287
9867,216
9868,139
9869,0
9870,0
9871,377
9872,338
9873,65
9874,76
9875,3
9876,50
9877,39
9878,178
9879,66
9880,220
9881,242
9882,638
9883,559
9884,701
9885,3
9886,3
9887,0
9888,426
9889,35
9890,170
9891,112
9892,188
9893,311
9894,62
9895,54
9896,0
9897,419
9898,115
9899,0
9900,0
9901,341
9902,54
9903,58
9904,93
9905,274
9906,67
9907,32
9908,0
9909,2122
9910,0
9911,69
9912,62
9913,111
9914,0
9915,38
9916,12
9917,58
9918,15
9919,46
9920,0
9921,0
9922,8
9923,0
9924,0
9925,152
9926,0
9927,35
9928,122
9929,51
9930,0
9931,32
9932,478
9933,0
9934,0
9935,0
9936,55
9937,70
9938,530
9939,56
9940,20
9941,50
9942,58
9943,64
9944,53
9945,232
9946,243
9947,210
9948,97
9949,60
9950,380
9951,217
9952,0
9953,65
9954,0
9955,0
9956,211
9957,3
9958,0
9959,0
9960,0
9961,0
9962,132
9963,337
9964,0
9965,66
9966,245
9967,402
9968,202
9969,63
9970,244
9971,899
9972,0
9973,283
9974,0
9975,0
9976,158
9977,294
9978,271
9979,130
9980,3
9981,130
9982,78
9983,166
9984,218
9985,118
9986,49
9987,81
9988,96
9989,90
9990,0
9991,448
9992,47
9993,35
9994,37
9995,12
9996,14
9997,131
9998,131
9999,369
10000,125
10001,5
10002,0
10003,280
10004,468
10005,209
10006,66
10007,1496
10008,62
10009,222
10010,195
10011,288
10012,240
10013,532
10014,84
10015,36
10016,0
10017,449
10018,1049
10019,324
10020,0
10021,0
10022,0
10023,0
10024,0
10025,0
10026,0
10027,0
10028,0
10029,0
10030,0
10031,0
10032,0
10033,0
10034,0
10035,0
10036,0
10037,0
10038,598
10039,651
10040,348
10041,477
10042,0
10043,369
10044,416
10045,348
10046,469
10047,0
10048,254
10049,87
10050,0
10051,235
10052,29
10053,60
10054,11
10055,14
10056,49
10057,44
10058,12
10059,17
10060,93
10061,0
10062,59
10063,41
10064,47
10065,28
10066,39
10067,64
10068,87
10069,104
10070,107
10071,119
10072,197
10073,119
10074,160
10075,0
10076,79
10077,10
10078,138
10079,253
10080,198
10081,114
10082,236
10083,227
10084,88
10085,156
10086,238
10087,0
10088,108
10089,0
10090,0
10091,0
10092,0
10093,1911
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,0
10101,0
10102,0
10103,0
10104,0
10105,0
10106,0
10107,0
10108,0
10109,0
10110,0
10111,0
10112,0
10113,0
10114,0
10115,0
10116,0
10117,0
10118,0
10119,401
10120,38
10121,0
10122,4
10123,7
10124,0
10125,197
10126,9
10127,0
10128,0
10129,17
10130,115
10131,56
10132,71
10133,606
10134,45
10135,387
10136,0
10137,78
10138,58
10139,91
10140,4
10141,182
10142,0
10143,0
10144,136
10145,0
10146,0
10147,277
10148,19
10149,362
10150,38
10151,0
10152,0
10153,27
10154,403
10155,582
10156,0
10157,339
10158,447
10159,6
10160,0
10161,382
10162,247
10163,0
10164,0
10165,435
10166,95
10167,147
10168,75
10169,0
10170,208
10171,480
10172,0
10173,0
10174,174
10175,158
10176,822
10177,430
10178,608
10179,142
10180,494
10181,473
10182,592
10183,418
10184,58
10185,212
10186,70
10187,171
10188,65
10189,82
10190,123
10191,108
10192,139
10193,89
10194,283
10195,80
10196,0
10197,0
10198,0
10199,1164
10200,446
10201,7
10202,271
10203,31
10204,262
10205,93
10206,490
10207,34
10208,719
10209,399
10210,283
10211,298
10212,108
10213,0
10214,0
10215,143
10216,0
10217,0
10218,226
10219,0
10220,0
10221,841
10222,0
10223,0
10224,0
10225,0
10226,0
10227,37
10228,0
10229,382
10230,60
10231,317
10232,337
10233,790
10234,340
10235,214
10236,22
10237,32
10238,0
10239,37
10240,312
10241,97
10242,139
10243,86
10244,267
10245,0
10246,495
10247,86
10248,116
10249,74
10250,578
10251,39
10252,51
10253,0
10254,108
10255,74
10256,111
10257,235
10258,27
10259,37
10260,205
10261,0
10262,59
10263,0
10264,90
10265,206
10266,86
10267,233
10268,75
10269,142
10270,339
10271,238
10272,0
10273,45
10274,37
10275,8
10276,80
10277,543
10278,0
10279,0
10280,0
10281,124
10282,37
10283,518
10284,0
10285,3
10286,0
10287,0
10288,0
10289,0
10290,290
10291,186
10292,175
10293,404
10294,0
10295,328
10296,456
10297,300
10298,485
10299,436
10300,196
10301,0
10302,0
10303,0
10304,0
10305,252
10306,104
10307,97
10308,0
10309,108
10310,0
10311,0
10312,90
10313,0
10314,0
10315,921
10316,0
10317,0
10318,840
10319,91
10320,86
10321,52
10322,38
10323,60
10324,82
10325,0
10326,32
10327,21
10328,41
10329,16
10330,25
10331,24
10332,9
10333,19
10334,108
10335,13
10336,0
10337,11
10338,5
10339,109
10340,98
10341,67
10342,742
10343,66
10344,0
10345,18
10346,17
10347,123
10348,0
10349,162
10350,11
10351,17
10352,57
10353,108
10354,0
10355,67
10356,314
10357,209
10358,0
10359,102
10360,36
10361,72
10362,40
10363,0
10364,326
10365,86
10366,203
10367,237
10368,529
10369,1559
10370,0
10371,297
10372,72
10373,0
10374,0
10375,19
10376,125
10377,0
10378,122
10379,29
10380,0
10381,659
10382,315
10383,303
10384,95
10385,437
10386,0
10387,129
10388,16
10389,0
10390,30
10391,18
10392,0
10393,0
10394,0
10395,0
10396,0
10397,0
10398,243
10399,73
10400,59
10401,149
10402,147
10403,0
10404,0
10405,28
10406,307
10407,240
10408,120
10409,78
10410,255
10411,82
10412,53
10413,261
10414,0
10415,35
10416,0
10417,76
10418,153
10419,262
10420,193
10421,142
10422,26
10423,292
10424,446
10425,518
10426,326
10427,122
10428,251
10429,372
10430,203
10431,97
10432,528
10433,78
10434,230
10435,34
10436,60
10437,293
10438,0
10439,585
10440,439
10441,428
10442,103
10443,111
10444,38
10445,221
10446,102
10447,83
10448,106
10449,219
10450,111
10451,161
10452,169
10453,68
10454,230
10455,233
10456,153
10457,135
10458,0
10459,0
10460,355
10461,176
10462,91
10463,207
10464,109
10465,115
10466,47
10467,447
10468,208
10469,181
10470,288
10471,139
10472,167
10473,92
10474,362
10475,177
10476,333
10477,215
10478,0
10479,0
10480,55
10481,44
10482,439
10483,168
10484,149
10485,337
10486,66
10487,0
10488,213
10489,81
10490,205
10491,205
10492,202
10493,146
10494,450
10495,110
10496,76
10497,489
10498,400
10499,114
10500,4
10501,147
10502,535
10503,234
10504,87
10505,65
10506,20
10507,0
10508,162
10509,10
10510,74
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10520,150
10521,169
10522,239
10523,56
10524,0
10525,542
10526,20
10527,266
10528,100
10529,0
10530,115
10531,0
10532,56
10533,2
10534,0
10535,73
10536,148
10537,102
10538,7
10539,70
10540,18
10541,0
10542,0
10543,86
10544,41
10545,50
10546,39
10547,70
10548,95
10549,193
10550,0
10551,104
10552,48
10553,88
10554,74
10555,0
10556,139
10557,88
10558,0
10559,40
10560,0
10561,0
10562,0
10563,0
10564,155
10565,0
10566,240
10567,0
10568,38
10569,277
10570,85
10571,72
10572,10
10573,78
10574,114
10575,29
10576,88
10577,10
10578,10
10579,39
10580,58
10581,12
10582,52
10583,10
10584,23
10585,0
10586,245
10587,229
10588,449
10589,201
10590,2
10591,33
10592,0
10593,253
10594,643
10595,207
10596,390
10597,172
10598,338
10599,102
10600,72
10601,255
10602,302
10603,523
10604,274
10605,0
10606,529
10607,712
10608,337
10609,481
10610,216
10611,0
10612,0
10613,0
10614,0
10615,212
10616,288
10617,0
10618,285
10619,158
10620,296
10621,5
10622,0
10623,38
10624,762
10625,148
10626,43
10627,177
10628,313
10629,199
10630,356
10631,193
10632,252
10633,0
10634,0
10635,201
10636,180
10637,69
10638,0
10639,0
10640,0
10641,0
10642,0
10643,0
10644,0
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,170
10652,292
10653,172
10654,196
10655,0
10656,33
10657,17
10658,12
10659,58
10660,20
10661,9
10662,35
10663,5
10664,15
10665,269
10666,29
10667,77
10668,130
10669,24
10670,25
10671,21
10672,122
10673,1
10674,431
10675,320
10676,137
10677,21
10678,35
10679,83
10680,71
10681,101
10682,24
10683,39
10684,85
10685,104
10686,64
10687,214
10688,43
10689,2
10690,239
10691,149
10692,45
10693,103
10694,192
10695,234
10696,123
10697,99
10698,152
10699,11
10700,162
10701,130
10702,37
10703,75
10704,231
10705,133
10706,71
10707,127
10708,119
10709,178
10710,86
10711,52
10712,21
10713,138
10714,65
10715,231
10716,203
10717,183
10718,78
10719,110
10720,80
10721,50
10722,408
10723,212
10724,68
10725,0
10726,0
10727,0
10728,0
10729,0
10730,0
10731,155
10732,70
10733,7
10734,155
10735,100
10736,119
10737,19
10738,198
10739,136
10740,58
10741,0
10742,0
10743,0
10744,0
10745,877
10746,0
10747,0
10748,18
10749,0
10750,0
10751,0
10752,0
10753,0
10754,0
10755,0
10756,0
10757,25
10758,404
10759,272
10760,0
10761,0
10762,0
10763,0
10764,4
10765,35
10766,0
10767,0
10768,31
10769,289
10770,376
10771,0
10772,0
10773,98
10774,139
10775,50
10776,67
10777,75
10778,112
10779,132
10780,49
10781,124
10782,232
10783,320
10784,0
10785,387
10786,140
10787,414
10788,381
10789,176
10790,457
10791,163
10792,395
10793,337
10794,6
10795,98
10796,381
10797,78
10798,14
10799,23
10800,168
10801,28
10802,348
10803,18
10804,0
10805,18
10806,134
10807,30
10808,0
10809,78
10810,415
10811,86
10812,85
10813,201
10814,101
10815,15
10816,28
10817,104
10818,2
10819,30
10820,125
10821,63
10822,77
10823,571
10824,0
10825,72
10826,129
10827,20
10828,46
10829,478
10830,229
10831,131
10832,48
10833,170
10834,0
10835,38
10836,0
10837,65
10838,179
10839,107
10840,210
10841,94
10842,453
10843,55
10844,22
10845,71
10846,177
10847,0
10848,207
10849,191
10850,254
10851,105
10852,76
10853,128
10854,260
10855,120
10856,69
10857,0
10858,433
10859,400
10860,136
10861,282
10862,10
10863,505
10864,265
10865,252
10866,0
10867,92
10868,226
10869,40
10870,63
10871,180
10872,101
10873,115
10874,18
10875,317
10876,154
10877,300
10878,0
10879,302
10880,313
10881,196
10882,284
10883,211
10884,113
10885,347
10886,158
10887,261
10888,435
10889,369
10890,392
10891,72
10892,0
10893,0
10894,0
10895,297
10896,414
10897,206
10898,410
10899,503
10900,803
10901,0
10902,0
10903,0
10904,0
10905,0
10906,714
10907,390
10908,734
10909,634
10910,182
10911,352
10912,0
10913,508
10914,138
10915,121
10916,72
10917,311
10918,0
10919,55
10920,162
10921,192
10922,198
10923,658
10924,635
10925,0
10926,73
10927,16
10928,852
10929,305
10930,0
10931,56
10932,103
10933,201
10934,1038
10935,0
10936,0
10937,0
10938,21
10939,967
10940,303
10941,0
10942,247
10943,274
10944,441
10945,253
10946,232
10947,48
10948,4
10949,0
10950,269
10951,11
10952,115
10953,271
10954,51
10955,115
10956,70
10957,120
10958,76
10959,109
10960,447
10961,327
10962,151
10963,92
10964,224
10965,383
10966,288
10967,123
10968,0
10969,141
10970,175
10971,321
10972,188
10973,100
10974,264
10975,133
10976,342
10977,122
10978,347
10979,213
10980,191
10981,89
10982,387
10983,558
10984,118
10985,473
10986,231
10987,174
10988,220
10989,451
10990,0
10991,0
10992,77
10993,81
10994,447
10995,476
10996,0
10997,91
10998,200
10999,155
11000,220
11001,0
11002,102
11003,107
11004,100
11005,369
11006,169
11007,53
11008,21
11009,14
11010,78
11011,125
11012,145
11013,142
11014,79
11015,121
11016,97
11017,68
11018,51
11019,241
11020,202
11021,148
11022,162
11023,125
11024,142
11025,188
11026,320
11027,93
11028,79
11029,202
11030,303
11031,137
11032,257
11033,125
11034,116
11035,165
11036,162
11037,49
11038,202
11039,198
11040,184
11041,229
11042,189
11043,128
11044,128
11045,65
11046,195
11047,164
11048,342
11049,0
11050,0
11051,0
11052,26
11053,0
11054,298
11055,149
11056,498
11057,0
11058,51
11059,0
11060,273
11061,0
11062,0
11063,0
11064,0
11065,110
11066,0
11067,0
11068,297
11069,144
11070,0
11071,0
11072,0
11073,211
11074,107
11075,360
11076,105
11077,198
11078,234
11079,101
11080,405
11081,220
11082,0
11083,171
11084,335
11085,101
11086,179
11087,396
11088,211
11089,274
11090,127
11091,289
11092,561
11093,74
11094,125
11095,297
11096,223
11097,0
11098,0
11099,303
11100,213
11101,508
11102,188
11103,236
11104,89
11105,251
11106,37
11107,59
11108,111
11109,140
11110,70
11111,394
11112,169
11113,180
11114,99
11115,4
11116,282
11117,0
11118,0
11119,76
11120,27
11121,163
11122,71
11123,25
11124,38
11125,117
11126,89
11127,119
11128,85
11129,0
11130,61
11131,295
11132,0
11133,0
11134,101
11135,210
11136,64
11137,55
11138,69
11139,33
11140,51
11141,54
11142,141
11143,72
11144,197
11145,70
11146,186
11147,120
11148,63
11149,79
11150,92
11151,95
11152,52
11153,0
11154,34
11155,0
11156,2
11157,61
11158,65
11159,38
11160,84
11161,116
11162,24
11163,78
11164,201
11165,41
11166,35
11167,135
11168,23
11169,0
11170,0
11171,86
11172,62
11173,51
11174,77
11175,51
11176,5
11177,62
11178,70
11179,59
11180,525
11181,0
11182,20
11183,24
11184,0
11185,67
11186,0
11187,0
11188,39
11189,0
11190,0
11191,0
11192,65
11193,36
11194,48
11195,36
11196,0
11197,0
11198,7
11199,0
11200,68
11201,25
11202,47
11203,102
11204,18
11205,103
11206,52
11207,11
11208,0
11209,29
11210,71
11211,0
11212,92
11213,44
11214,34
11215,28
11216,23
11217,44
11218,86
11219,39
11220,66
11221,77
11222,104
11223,69
11224,0
11225,0
11226,37
11227,0
11228,0
11229,0
11230,0
11231,109
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,77
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,0
11252,0
11253,57
11254,32
11255,51
11256,103
11257,82
11258,117
11259,115
11260,120
11261,422
11262,260
11263,105
11264,177
11265,361
11266,108
11267,143
11268,218
11269,109
11270,0
11271,0
11272,365
11273,108
11274,0
11275,109
11276,0
11277,0
11278,158
11279,0
11280,0
11281,145
11282,0
11283,0
11284,0
11285,0
11286,146
11287,0
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,235
11295,654
11296,0
11297,482
11298,0
11299,20
11300,0
11301,0
11302,0
11303,0
11304,0
11305,0
11306,0
11307,0
11308,0
11309,0
11310,0
11311,0
11312,138
11313,61
11314,0
11315,23
11316,28
11317,137
11318,645
11319,0
11320,20
11321,242
11322,64
11323,279
11324,126
11325,39
11326,0
11327,0
11328,205
11329,0
11330,123
11331,276
11332,115
11333,55
11334,503
11335,18
11336,216
11337,339
11338,623
11339,181
11340,16
11341,265
11342,386
11343,533
11344,179
11345,344
11346,229
11347,176
11348,112
11349,0
11350,610
11351,0
11352,314
11353,447
11354,294
11355,181
11356,234
11357,0
11358,0
11359,0
11360,0
11361,0
11362,0
11363,0
11364,301
11365,0
11366,0
11367,522
11368,0
11369,0
11370,0
11371,302
11372,30
11373,71
11374,169
11375,162
11376,6
11377,0
11378,262
11379,204
11380,207
11381,110
11382,113
11383,126
11384,330
11385,165
11386,46
11387,222
11388,183
11389,0
11390,272
11391,186
11392,19
11393,0
11394,52
11395,20
11396,2
11397,81
11398,175
11399,41
11400,91
11401,110
11402,224
11403,175
11404,201
11405,96
11406,127
11407,0
11408,0
11409,0
11410,716
11411,496
11412,356
11413,0
11414,0
11415,310
11416,57
11417,222
11418,303
11419,131
11420,17
11421,307
11422,297
11423,203
11424,610
11425,737
11426,121
11427,292
11428,255
11429,0
11430,0
11431,0
11432,0
11433,0
11434,50
11435,0
11436,160
11437,0
11438,0
11439,0
11440,0
11441,130
11442,47
11443,40
11444,121
11445,0
11446,2
11447,66
11448,66
11449,41
11450,73
11451,6
11452,53
11453,44
11454,46
11455,117
11456,53
11457,111
11458,56
11459,12
11460,0
11461,0
11462,0
11463,73
11464,69
11465,275
11466,67
11467,167
11468,163
11469,340
11470,0
11471,155
11472,52
11473,205
11474,189
11475,292
11476,178
11477,42
11478,64
11479,173
11480,16
11481,139
11482,119
11483,147
11484,105
11485,100
11486,161
11487,94
11488,113
11489,170
11490,311
11491,282
11492,414
11493,59
11494,109
11495,49
11496,181
11497,34
11498,79
11499,72
11500,41
11501,107
11502,357
11503,211
11504,211
11505,183
11506,239
11507,73
11508,68
11509,227
11510,53
11511,83
11512,171
11513,243
11514,103
11515,316
11516,98
11517,47
11518,175
11519,32
11520,0
11521,36
11522,146
11523,0
11524,41
11525,93
11526,3
11527,131
11528,95
11529,67
11530,107
11531,164
11532,66
11533,64
11534,29
11535,76
11536,152
11537,105
11538,174
11539,140
11540,45
11541,83
11542,91
11543,292
11544,262
11545,89
11546,83
11547,49
11548,19
11549,28
11550,30
11551,43
11552,66
11553,192
11554,268
11555,235
11556,225
11557,37
11558,83
11559,97
11560,69
11561,57
11562,154
11563,276
11564,175
11565,0
11566,6
11567,56
11568,425
11569,0
11570,0
11571,0
11572,225
11573,0
11574,7
11575,0
11576,68
11577,51
11578,0
11579,48
11580,79
11581,0
11582,163
11583,66
11584,86
11585,0
11586,0
11587,34
11588,0
11589,5
11590,45
11591,210
11592,92
11593,141
11594,289
11595,87
11596,162
11597,420
11598,843
11599,0
11600,102
11601,289
11602,447
11603,377
11604,77
11605,638
11606,609
11607,0
11608,0
11609,420
11610,283
11611,511
11612,0
11613,195
11614,147
11615,26
11616,244
11617,0
11618,468
11619,224
11620,218
11621,0
11622,0
11623,192
11624,200
11625,153
11626,0
11627,122
11628,0
11629,316
11630,361
11631,243
11632,53
11633,189
11634,92
11635,147
11636,102
11637,95
11638,154
11639,48
11640,52
11641,112
11642,137
11643,237
11644,60
11645,182
11646,109
11647,228
11648,337
11649,274
11650,91
11651,197
11652,272
11653,155
11654,132
11655,261
11656,434
11657,217
11658,0
11659,394
11660,415
11661,143
11662,452
11663,81
11664,81
11665,31
11666,50
11667,232
11668,102
11669,219
11670,218
11671,426
11672,128
11673,0
11674,297
11675,191
11676,311
11677,683
11678,0
11679,171
11680,340
11681,203
11682,340
11683,25
11684,122
11685,172
11686,0
11687,0
11688,0
11689,57
11690,83
11691,149
11692,300
11693,111
11694,0
11695,165
11696,371
11697,206
11698,0
11699,465
11700,522
11701,602
11702,264
11703,302
11704,414
11705,270
11706,154
11707,249
11708,349
11709,426
11710,94
11711,144
11712,298
11713,831
11714,329
11715,970
11716,406
11717,347
11718,211
11719,192
11720,230
11721,392
11722,147
11723,243
11724,258
11725,72
11726,184
11727,190
11728,67
11729,94
11730,82
11731,230
11732,0
11733,123
11734,193
11735,0
11736,277
11737,58
11738,0
11739,40
11740,1831
11741,0
11742,3
11743,0
11744,0
11745,0
11746,0
11747,0
11748,0
11749,323
11750,274
11751,213
11752,0
11753,519
11754,519
11755,60
11756,311
11757,176
11758,0
11759,937
11760,0
11761,7
11762,0
11763,0
11764,0
11765,5
11766,0
11767,0
11768,0
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,4
11776,0
11777,0
11778,206
11779,216
11780,174
11781,97
11782,88
11783,130
11784,116
11785,210
11786,121
11787,0
11788,3
11789,74
11790,189
11791,66
11792,0
11793,181
11794,324
11795,194
11796,191
11797,123
11798,209
11799,155
11800,587
11801,260
11802,386
11803,205
11804,181
11805,0
11806,188
11807,111
11808,349
11809,228
11810,496
11811,385
11812,326
11813,439
11814,282
11815,223
11816,220
11817,427
11818,295
11819,364
11820,476
11821,89
11822,246
11823,0
11824,161
11825,625
11826,216
11827,701
11828,705
11829,274
11830,113
11831,255
11832,96
11833,143
11834,243
11835,178
11836,125
11837,15
11838,68
11839,245
11840,195
11841,255
11842,686
11843,334
11844,0
11845,128
11846,76
11847,1027
11848,105
11849,194
11850,125
11851,131
11852,204
11853,120
11854,176
11855,120
11856,59
11857,194
