,value
12913,7
12914,134
12915,78
12916,183
12917,64
12918,70
12919,0
12920,0
12921,217
12922,18
12923,378
12924,154
12925,49
12926,130
12927,181
12928,176
12929,113
12930,57
12931,95
12932,0
12933,54
12934,190
12935,121
12936,143
12937,127
12938,0
12939,3
12940,472
12941,248
12942,27
12943,135
12944,38
12945,425
12946,0
12947,126
12948,268
12949,37
12950,67
12951,108
12952,84
12953,132
12954,42
12955,16
12956,73
12957,387
12958,365
12959,235
12960,521
12961,156
12962,0
12963,0
12964,0
12965,0
12966,0
12967,0
12968,357
12969,0
12970,0
12971,0
12972,0
12973,7
12974,0
12975,0
12976,0
12977,0
12978,0
12979,616
12980,767
12981,0
12982,674
12983,0
12984,42
12985,236
12986,0
12987,0
12988,0
12989,0
12990,0
12991,0
12992,0
12993,0
12994,18
12995,43
12996,38
12997,92
12998,102
12999,140
13000,176
13001,42
13002,258
13003,54
13004,14
13005,29
13006,59
13007,674
13008,180
13009,1906
13010,2205
13011,0
13012,206
13013,213
13014,213
13015,0
13016,138
13017,0
13018,324
13019,52
13020,397
13021,43
13022,10
13023,163
13024,0
13025,368
13026,258
13027,89
13028,426
13029,489
13030,524
13031,0
13032,0
13033,0
13034,0
13035,0
13036,252
13037,433
13038,280
13039,0
13040,348
13041,129
13042,138
13043,245
13044,36
13045,342
13046,135
13047,101
13048,86
13049,229
13050,0
13051,0
13052,0
13053,0
13054,517
13055,379
13056,64
13057,331
13058,441
13059,230
13060,3
13061,3
13062,0
13063,151
13064,123
13065,234
13066,205
13067,155
13068,362
13069,296
13070,339
13071,402
13072,345
13073,0
13074,154
13075,129
13076,0
13077,0
13078,190
13079,60
13080,258
13081,90
13082,0
13083,0
13084,175
13085,344
13086,402
13087,353
13088,13
13089,235
13090,358
13091,308
13092,0
13093,398
13094,298
13095,319
13096,209
13097,173
13098,73
13099,199
13100,149
13101,230
13102,277
13103,216
13104,227
13105,0
13106,19
13107,132
13108,258
13109,0
13110,193
13111,197
13112,64
13113,53
13114,184
13115,365
13116,389
13117,300
13118,299
13119,0
13120,486
13121,144
13122,43
13123,162
13124,58
13125,165
13126,0
13127,165
13128,0
13129,0
13130,51
13131,6
13132,0
13133,75
13134,0
13135,0
13136,485
13137,0
13138,335
13139,347
13140,0
13141,42
13142,484
13143,0
13144,104
13145,54
13146,155
13147,172
13148,317
13149,170
13150,518
13151,906
13152,143
13153,104
13154,273
13155,174
13156,10
13157,216
13158,199
13159,184
13160,97
13161,313
13162,213
13163,0
13164,228
13165,0
13166,278
13167,368
13168,176
13169,3
13170,194
13171,32
13172,263
13173,0
13174,59
13175,221
13176,154
13177,98
13178,218
13179,101
13180,122
13181,46
13182,0
13183,0
13184,66
13185,76
13186,144
13187,147
13188,177
13189,186
13190,257
13191,308
13192,89
13193,243
13194,670
13195,726
13196,102
13197,90
13198,84
13199,113
13200,59
13201,0
13202,86
13203,0
13204,0
13205,0
13206,149
13207,164
13208,163
13209,234
13210,352
13211,246
13212,115
13213,45
13214,853
13215,408
13216,25
13217,0
13218,286
13219,115
13220,0
13221,36
13222,67
13223,49
13224,363
13225,0
13226,154
13227,183
13228,54
13229,96
13230,46
13231,82
13232,0
13233,3
13234,0
13235,317
13236,310
13237,283
13238,226
13239,0
13240,1636
13241,87
13242,167
13243,384
13244,391
13245,309
13246,128
13247,343
13248,232
13249,188
13250,675
13251,78
13252,413
13253,237
13254,0
13255,127
13256,225
13257,58
13258,151
13259,0
13260,0
13261,0
13262,0
13263,0
13264,0
13265,0
13266,0
13267,0
13268,0
13269,0
13270,0
13271,0
13272,0
13273,0
13274,0
13275,0
13276,0
13277,0
13278,0
13279,0
13280,0
13281,0
13282,0
13283,0
13284,0
13285,0
13286,0
13287,0
13288,0
13289,0
13290,0
13291,0
13292,0
13293,0
13294,0
13295,0
13296,0
13297,0
13298,0
13299,0
13300,0
13301,0
13302,0
13303,0
13304,0
13305,0
13306,0
13307,0
13308,0
13309,0
13310,0
13311,0
13312,0
13313,0
13314,0
13315,0
13316,0
13317,0
13318,0
13319,0
13320,0
13321,0
13322,0
13323,0
13324,0
13325,633
13326,0
13327,92
13328,79
13329,155
13330,186
13331,0
13332,302
13333,348
13334,0
13335,116
13336,296
13337,208
13338,0
13339,0
13340,0
13341,0
13342,0
13343,0
13344,0
13345,0
13346,0
13347,0
13348,0
13349,0
13350,0
13351,0
13352,0
13353,0
13354,0
13355,0
13356,0
13357,0
13358,0
13359,0
13360,0
13361,416
13362,433
13363,147
13364,391
13365,0
13366,328
13367,162
13368,210
13369,397
13370,0
13371,140
13372,532
13373,0
13374,349
13375,248
13376,113
13377,54
13378,496
13379,750
13380,216
13381,478
13382,0
13383,0
13384,0
13385,0
13386,454
13387,0
13388,237
13389,114
13390,190
13391,0
13392,149
13393,58
13394,142
13395,261
13396,160
13397,279
13398,0
13399,77
13400,55
13401,224
13402,90
13403,251
13404,0
13405,0
13406,0
13407,0
13408,0
13409,0
13410,0
13411,0
13412,0
13413,0
13414,339
13415,0
13416,128
13417,656
13418,0
13419,165
13420,210
13421,112
13422,109
13423,0
13424,231
13425,272
13426,24
13427,83
13428,44
13429,208
13430,179
13431,164
13432,173
13433,0
13434,0
13435,0
13436,905
13437,309
13438,77
13439,0
13440,0
13441,0
13442,280
13443,0
13444,210
13445,166
13446,144
13447,196
13448,106
13449,226
13450,0
13451,0
13452,155
13453,348
13454,193
13455,0
13456,0
13457,101
13458,0
13459,0
13460,119
13461,0
13462,0
13463,0
13464,60
13465,377
13466,41
13467,152
13468,259
13469,106
13470,101
13471,163
13472,100
13473,60
13474,32
13475,214
13476,261
13477,266
13478,189
13479,304
13480,139
13481,331
13482,229
13483,272
13484,371
13485,326
13486,207
13487,255
13488,572
13489,240
13490,341
13491,95
13492,201
13493,136
13494,92
13495,245
13496,255
13497,109
13498,39
13499,0
13500,304
13501,295
13502,255
13503,246
13504,0
13505,348
13506,0
13507,256
13508,149
13509,237
13510,67
13511,131
13512,280
13513,83
13514,117
13515,152
13516,56
13517,149
13518,91
13519,48
13520,58
13521,217
13522,326
13523,111
13524,266
13525,120
13526,78
13527,14
13528,93
13529,0
13530,0
13531,40
13532,34
13533,0
13534,0
13535,0
13536,170
13537,149
13538,0
13539,0
13540,150
13541,36
13542,171
13543,187
13544,10
13545,387
13546,554
13547,0
13548,0
13549,0
13550,0
13551,193
13552,0
13553,0
13554,208
13555,185
13556,108
13557,147
13558,59
13559,34
13560,188
13561,114
13562,247
13563,166
13564,311
13565,143
13566,275
13567,127
13568,151
13569,192
13570,171
13571,639
13572,104
13573,260
13574,0
13575,0
13576,0
13577,90
13578,366
13579,175
13580,123
13581,204
13582,85
13583,68
13584,112
13585,696
13586,519
13587,235
13588,0
13589,0
13590,0
13591,0
13592,0
13593,0
13594,4636
13595,0
13596,28
13597,444
13598,294
13599,207
13600,91
13601,347
13602,33
13603,39
13604,0
13605,0
13606,0
13607,0
13608,0
13609,0
13610,0
13611,0
13612,193
13613,0
13614,0
13615,0
13616,236
13617,589
13618,486
13619,0
13620,0
13621,0
13622,2
13623,0
13624,0
13625,0
13626,0
13627,0
13628,0
13629,0
13630,0
13631,0
13632,201
13633,163
13634,223
13635,131
13636,0
13637,416
13638,226
13639,68
13640,343
13641,489
13642,0
13643,189
13644,80
13645,102
13646,208
13647,278
13648,192
13649,163
13650,0
13651,251
13652,208
13653,0
13654,224
13655,166
13656,113
13657,155
13658,174
13659,162
13660,65
13661,74
13662,0
13663,268
13664,65
13665,93
13666,81
13667,50
13668,73
13669,101
13670,187
13671,348
13672,0
13673,257
13674,169
13675,99
13676,0
13677,51
13678,175
13679,228
13680,73
13681,133
13682,105
13683,70
13684,267
13685,160
13686,260
13687,104
13688,155
13689,117
13690,77
13691,64
13692,0
13693,323
13694,536
13695,99
13696,123
13697,0
13698,110
13699,132
13700,248
13701,59
13702,218
13703,86
13704,59
13705,0
13706,0
13707,255
13708,0
13709,78
13710,178
13711,67
13712,27
13713,0
13714,61
13715,3
13716,227
13717,162
13718,83
13719,100
13720,86
13721,152
13722,84
13723,111
13724,113
13725,138
13726,207
13727,113
13728,55
13729,0
13730,0
13731,58
13732,0
13733,82
13734,274
13735,179
13736,0
13737,222
13738,0
13739,0
13740,53
13741,138
13742,346
13743,68
13744,0
13745,357
13746,0
13747,0
13748,0
13749,154
13750,45
13751,180
13752,212
13753,0
13754,0
13755,0
13756,0
13757,0
13758,9
13759,176
13760,362
13761,332
13762,0
13763,0
13764,152
13765,360
13766,424
13767,186
13768,0
13769,0
13770,0
13771,242
13772,184
13773,204
13774,559
13775,43
13776,173
13777,27
13778,0
13779,321
13780,118
13781,741
13782,299
13783,465
13784,232
13785,118
13786,270
13787,182
13788,0
13789,410
13790,0
13791,0
13792,0
13793,0
13794,0
13795,160
13796,101
13797,54
13798,254
13799,176
13800,0
13801,317
13802,212
13803,398
13804,182
13805,132
13806,96
13807,0
13808,186
13809,43
13810,26
13811,0
13812,0
13813,0
13814,0
13815,337
13816,41
13817,3
13818,167
13819,284
13820,139
13821,72
13822,101
13823,0
13824,131
13825,0
13826,25
13827,92
13828,244
13829,68
13830,164
13831,0
13832,0
13833,99
13834,272
13835,0
13836,6
13837,135
13838,640
13839,148
13840,0
13841,0
13842,0
13843,0
13844,0
13845,802
13846,88
13847,219
13848,226
13849,365
13850,302
13851,0
13852,0
13853,0
13854,154
13855,107
13856,191
13857,158
13858,12
13859,107
13860,86
13861,64
13862,2
13863,0
13864,0
13865,234
13866,0
13867,174
13868,0
13869,2
13870,67
13871,191
13872,181
13873,1
13874,236
13875,188
13876,104
13877,270
13878,101
13879,43
13880,143
13881,35
13882,216
13883,195
13884,443
13885,0
13886,0
13887,299
13888,149
13889,144
13890,209
13891,203
13892,121
13893,143
13894,358
13895,243
13896,115
13897,168
13898,146
13899,194
13900,399
13901,0
13902,22
13903,140
13904,159
13905,156
13906,155
13907,178
13908,106
13909,65
13910,106
13911,86
13912,188
13913,182
13914,282
13915,94
13916,171
13917,211
13918,108
13919,54
13920,0
13921,174
13922,37
13923,75
13924,188
13925,388
13926,147
13927,260
13928,206
13929,0
13930,0
13931,58
13932,28
13933,939
13934,92
13935,0
13936,588
13937,227
13938,0
13939,342
13940,301
13941,161
13942,170
13943,156
13944,137
13945,220
13946,300
13947,246
13948,0
13949,113
13950,64
13951,75
13952,214
13953,95
13954,70
13955,87
13956,76
13957,67
13958,0
13959,306
13960,166
13961,222
13962,109
13963,0
13964,208
13965,71
13966,51
13967,0
13968,160
13969,49
13970,149
13971,225
13972,353
13973,196
13974,225
13975,578
13976,575
13977,600
13978,530
13979,0
13980,234
13981,1187
13982,0
13983,149
13984,1348
13985,876
13986,778
13987,1227
13988,658
13989,214
13990,156
13991,194
13992,400
13993,0
13994,115
13995,614
13996,0
13997,0
13998,0
13999,672
14000,0
14001,0
14002,0
14003,215
14004,0
14005,0
14006,0
14007,0
14008,0
14009,0
14010,789
14011,0
14012,0
14013,0
14014,0
14015,0
14016,0
14017,0
14018,0
14019,0
14020,0
14021,0
14022,0
14023,0
14024,0
14025,0
14026,230
14027,246
14028,47
14029,265
14030,234
14031,77
14032,436
14033,47
14034,91
14035,163
14036,19
14037,82
14038,105
14039,23
14040,816
14041,79
14042,128
14043,356
14044,200
14045,491
14046,148
14047,26
14048,74
14049,18
14050,0
14051,71
14052,0
14053,216
14054,125
14055,21
14056,89
14057,89
14058,31
14059,51
14060,251
14061,248
14062,75
14063,101
14064,81
14065,138
14066,72
14067,75
14068,61
14069,159
14070,199
14071,0
14072,290
14073,0
14074,0
14075,667
14076,0
14077,36
14078,0
14079,105
14080,71
14081,198
14082,92
14083,178
14084,196
14085,101
14086,74
14087,23
14088,29
14089,40
14090,99
14091,117
14092,272
14093,0
14094,0
14095,221
14096,76
14097,35
14098,0
14099,0
14100,0
14101,0
14102,0
14103,0
14104,0
14105,0
14106,0
14107,0
14108,0
14109,3
14110,0
14111,0
14112,0
14113,0
14114,0
14115,0
14116,0
14117,0
14118,0
14119,0
14120,0
14121,0
14122,0
14123,0
14124,0
14125,7
14126,1208
14127,91
14128,145
14129,241
14130,46
14131,0
14132,311
14133,381
14134,160
14135,0
14136,0
14137,0
14138,36
14139,217
14140,253
14141,227
14142,157
14143,0
14144,0
14145,0
14146,0
14147,0
14148,0
14149,266
14150,3
14151,157
14152,208
14153,0
14154,198
14155,112
14156,0
14157,0
14158,0
14159,0
14160,23
14161,93
14162,119
14163,32
14164,169
14165,76
14166,290
14167,124
14168,208
14169,0
14170,0
14171,90
14172,419
14173,0
14174,581
14175,0
14176,0
14177,0
14178,75
14179,104
14180,131
14181,21
14182,92
14183,62
14184,166
14185,202
14186,219
14187,62
14188,114
14189,113
14190,45
14191,50
14192,65
14193,78
14194,81
14195,53
14196,86
14197,71
14198,111
14199,65
14200,72
14201,152
14202,142
14203,297
14204,151
14205,0
14206,125
14207,145
14208,196
14209,56
14210,33
14211,53
14212,166
14213,37
14214,416
14215,84
14216,233
14217,91
14218,132
14219,178
14220,65
14221,87
14222,120
14223,119
14224,192
14225,176
14226,71
14227,56
14228,110
14229,159
14230,37
14231,207
14232,69
14233,100
14234,213
14235,136
14236,31
14237,14
14238,26
14239,0
14240,0
14241,0
14242,198
14243,103
14244,136
14245,104
14246,3
14247,0
14248,0
14249,0
14250,0
14251,443
14252,235
14253,336
14254,643
14255,0
14256,0
14257,0
14258,0
14259,0
14260,0
14261,330
14262,407
14263,434
14264,493
14265,0
14266,222
14267,413
14268,365
14269,0
14270,0
14271,0
14272,0
14273,0
14274,0
14275,0
14276,0
14277,0
14278,0
14279,0
14280,0
14281,0
14282,0
14283,0
14284,0
14285,0
14286,0
14287,0
14288,0
14289,0
14290,0
14291,0
14292,0
14293,0
14294,0
14295,0
14296,0
14297,0
14298,0
14299,0
14300,0
14301,0
14302,0
14303,0
14304,0
14305,0
14306,0
14307,0
14308,0
14309,362
14310,49
14311,149
14312,125
14313,71
14314,13
14315,96
14316,203
14317,74
14318,284
14319,0
14320,57
14321,0
14322,372
14323,200
14324,235
14325,202
14326,154
14327,0
14328,0
14329,0
14330,0
14331,1702
14332,292
14333,440
14334,644
14335,4
14336,3
14337,0
14338,0
14339,0
14340,370
14341,103
14342,351
14343,26
14344,0
14345,18
14346,15
14347,3
14348,2
14349,69
14350,56
14351,12
14352,253
14353,12
14354,446
14355,225
14356,359
14357,94
14358,0
14359,0
14360,69
14361,2
14362,0
14363,71
14364,0
14365,60
14366,27
14367,61
14368,58
14369,15
14370,11
14371,6
14372,21
14373,32
14374,27
14375,104
14376,16
14377,24
14378,21
14379,0
14380,0
14381,0
14382,111
14383,36
14384,53
14385,54
14386,64
14387,58
14388,55
14389,13
14390,68
14391,50
14392,96
14393,50
14394,2
14395,172
14396,92
14397,266
14398,0
14399,0
14400,973
14401,0
14402,190
14403,0
14404,123
14405,227
14406,20
14407,38
14408,483
14409,824
14410,44
14411,689
14412,477
14413,248
14414,1684
14415,3
14416,25
14417,0
14418,109
14419,137
14420,148
14421,69
14422,480
14423,175
14424,835
14425,11
14426,151
14427,153
14428,99
14429,119
14430,0
14431,440
14432,219
14433,265
14434,1350
14435,539
14436,9
14437,70
14438,329
14439,134
14440,150
14441,0
14442,193
14443,20
14444,44
14445,17
14446,0
14447,137
14448,88
14449,47
14450,153
14451,170
14452,82
14453,16
14454,60
14455,276
14456,601
14457,0
14458,411
14459,501
14460,403
14461,259
14462,0
14463,7
14464,93
14465,161
14466,74
14467,167
14468,192
14469,161
14470,173
14471,84
14472,58
14473,47
14474,176
14475,161
14476,164
14477,68
14478,152
14479,108
14480,52
14481,8
14482,38
14483,131
14484,3
14485,8
14486,101
14487,206
14488,481
14489,205
14490,351
14491,0
14492,167
14493,34
14494,67
14495,180
14496,378
14497,334
14498,316
14499,60
14500,15
14501,348
14502,112
14503,29
14504,179
14505,297
14506,352
14507,187
14508,216
14509,280
14510,35
14511,123
14512,483
14513,153
14514,85
14515,0
14516,506
14517,40
14518,141
14519,6
14520,6
14521,81
14522,271
14523,0
14524,84
14525,51
14526,17
14527,136
14528,15
14529,106
14530,60
14531,26
14532,0
14533,337
14534,17
14535,18
14536,9
14537,0
14538,677
14539,253
14540,507
14541,26
14542,254
14543,192
14544,146
14545,183
14546,354
14547,40
14548,147
14549,0
14550,0
14551,61
14552,4
14553,165
14554,15
14555,12
14556,22
14557,330
14558,451
14559,387
14560,408
14561,299
14562,90
14563,189
14564,69
14565,349
14566,50
14567,274
14568,115
14569,288
14570,333
14571,92
14572,88
14573,143
14574,140
14575,61
14576,131
14577,201
14578,184
14579,40
14580,30
14581,6
14582,89
14583,98
14584,106
14585,65
14586,13
14587,11
14588,0
14589,36
14590,16
14591,179
14592,159
14593,0
14594,5
14595,139
14596,25
14597,264
14598,13
14599,103
14600,38
14601,92
14602,369
14603,301
14604,18
14605,23
14606,77
14607,109
14608,63
14609,86
14610,14
14611,66
14612,155
14613,95
14614,41
14615,121
14616,49
14617,98
14618,214
14619,113
14620,323
14621,149
14622,122
14623,170
14624,50
14625,283
14626,63
14627,226
14628,195
14629,126
14630,0
14631,54
14632,0
14633,3
14634,267
14635,75
14636,26
14637,440
14638,0
14639,80
14640,0
14641,175
14642,75
14643,104
14644,3
14645,0
14646,13
14647,146
14648,0
14649,3
14650,24
14651,0
14652,31
14653,192
14654,88
14655,186
14656,89
14657,485
14658,5
14659,177
14660,79
14661,0
14662,569
14663,135
14664,147
14665,51
14666,332
14667,550
14668,25
14669,0
14670,13
14671,124
14672,29
14673,0
14674,115
14675,83
14676,90
14677,64
14678,10
14679,83
14680,0
14681,41
14682,4
14683,42
14684,75
14685,56
14686,36
14687,9
14688,0
14689,72
14690,448
14691,782
14692,145
14693,0
14694,157
14695,178
14696,556
14697,63
14698,112
14699,33
14700,154
14701,121
14702,827
14703,3
14704,74
14705,595
14706,37
14707,416
14708,179
14709,75
14710,679
14711,191
14712,38
14713,15
14714,134
14715,2
14716,64
14717,209
14718,2
14719,133
14720,589
14721,327
14722,336
14723,525
14724,791
14725,110
14726,137
14727,341
14728,95
14729,133
14730,315
14731,569
14732,151
14733,93
14734,0
14735,84
14736,307
14737,835
14738,27
14739,97
14740,806
14741,1385
14742,0
14743,0
14744,278
14745,804
14746,153
14747,142
14748,1514
14749,678
14750,0
14751,1009
14752,263
14753,130
14754,12
14755,0
14756,29
14757,35
14758,388
14759,78
14760,439
14761,382
14762,422
14763,117
14764,270
14765,12
14766,75
14767,486
14768,90
14769,318
14770,713
14771,14
14772,673
14773,410
14774,464
14775,0
14776,764
14777,1157
14778,632
14779,841
14780,397
14781,230
14782,369
14783,618
14784,367
14785,677
14786,0
14787,0
14788,27
14789,239
14790,9
14791,3
14792,140
14793,0
14794,186
14795,156
14796,60
14797,272
14798,493
14799,152
14800,1053
14801,155
14802,658
14803,12
14804,9
14805,41
14806,13
14807,0
14808,0
14809,4
14810,0
14811,9
14812,114
14813,3
14814,317
14815,0
14816,415
14817,29
14818,66
14819,152
14820,133
14821,136
14822,231
14823,0
14824,7
14825,13
14826,725
14827,27
14828,84
14829,274
14830,283
14831,191
14832,92
14833,56
14834,129
14835,59
14836,522
14837,154
14838,203
14839,41
14840,253
14841,195
14842,430
14843,327
14844,209
14845,0
14846,16
14847,332
14848,73
14849,42
14850,255
14851,44
14852,86
14853,83
14854,850
14855,291
14856,31
14857,601
14858,0
14859,3
14860,3
14861,0
14862,125
14863,70
14864,186
14865,8
14866,0
14867,375
14868,0
14869,6
14870,353
14871,343
14872,352
14873,30
14874,208
14875,63
14876,501
14877,96
14878,51
14879,102
14880,309
14881,327
14882,0
14883,324
14884,6
14885,414
14886,192
14887,168
14888,63
14889,333
14890,567
14891,321
14892,0
14893,0
14894,198
14895,0
14896,0
14897,325
14898,0
14899,965
14900,270
14901,250
14902,0
14903,229
14904,3
14905,476
14906,439
14907,895
14908,27
14909,122
14910,9
14911,125
14912,30
14913,39
14914,33
14915,225
14916,129
14917,218
14918,147
14919,24
14920,21
14921,15
14922,93
14923,132
14924,39
14925,131
14926,114
14927,222
14928,156
14929,77
14930,21
14931,0
14932,0
14933,0
14934,0
14935,0
14936,0
14937,0
14938,7
14939,0
14940,0
14941,12
14942,3
14943,0
14944,304
14945,203
14946,16
14947,38
14948,52
14949,3
14950,0
14951,0
14952,0
14953,0
14954,48
14955,143
14956,118
14957,102
14958,144
14959,255
14960,3
14961,71
14962,39
14963,192
14964,23
14965,71
14966,135
14967,5
14968,83
14969,132
14970,80
14971,97
14972,77
14973,308
14974,92
14975,107
14976,40
14977,0
14978,120
14979,0
14980,93
14981,169
14982,140
14983,132
14984,0
14985,84
14986,206
14987,185
14988,292
14989,8
14990,35
14991,0
14992,26
14993,24
14994,24
14995,18
14996,27
14997,17
14998,37
14999,20
15000,14
15001,0
15002,0
15003,53
15004,0
15005,53
15006,32
15007,12
15008,32
15009,37
15010,35
15011,38
15012,26
15013,32
15014,21
15015,43
15016,124
15017,58
15018,142
15019,96
15020,11
15021,6
15022,14
15023,37
15024,69
15025,83
15026,29
15027,9
15028,3
15029,53
15030,118
15031,34
15032,20
15033,0
15034,18
15035,55
15036,0
15037,46
15038,32
15039,0
15040,308
15041,85
15042,146
15043,20
15044,53
15045,103
15046,226
15047,405
15048,0
15049,135
15050,0
15051,226
15052,124
15053,161
15054,189
15055,144
15056,73
15057,0
15058,181
15059,161
15060,236
15061,90
15062,121
15063,87
15064,232
15065,85
15066,95
15067,296
15068,305
15069,237
15070,104
15071,253
15072,0
15073,208
15074,208
15075,214
15076,0
15077,85
15078,329
15079,170
15080,420
15081,292
15082,210
15083,0
15084,345
15085,389
15086,407
15087,1555
15088,376
15089,197
15090,671
15091,310
15092,8
15093,34
15094,48
15095,42
15096,59
15097,90
15098,43
15099,130
15100,23
15101,440
15102,31
15103,6
15104,113
15105,40
15106,57
15107,2342
15108,546
15109,942
15110,879
15111,3
15112,0
15113,92
15114,0
15115,0
15116,44
15117,0
15118,0
15119,47
15120,0
15121,0
15122,15
15123,277
15124,0
15125,130
15126,28
15127,9
15128,84
15129,16
15130,170
15131,28
15132,366
15133,9
15134,16
15135,130
15136,65
15137,127
15138,0
15139,184
15140,179
15141,26
15142,68
15143,187
15144,75
15145,50
15146,0
15147,76
15148,62
15149,91
15150,110
15151,64
15152,244
15153,262
15154,136
15155,177
15156,134
15157,23
15158,15
15159,14
15160,23
15161,18
15162,35
15163,43
15164,52
15165,0
15166,18
15167,14
15168,11
15169,20
15170,20
15171,21
15172,20
15173,35
15174,6
15175,0
15176,15
15177,27
15178,11
15179,23
15180,11
15181,20
15182,26
15183,8
15184,26
15185,20
15186,40
15187,0
15188,40
15189,157
15190,58
15191,78
15192,20
15193,9
15194,17
15195,29
15196,40
15197,20
15198,20
15199,15
15200,12
15201,18
15202,11
15203,37
15204,47
15205,23
15206,47
15207,26
15208,11
15209,32
15210,49
15211,14
15212,46
15213,12
15214,38
15215,5
15216,15
15217,90
15218,32
15219,8
15220,78
15221,11
15222,67
15223,23
15224,29
15225,29
15226,29
15227,17
15228,46
15229,8
15230,38
15231,43
15232,26
15233,23
15234,31
15235,17
15236,38
15237,0
15238,58
15239,53
15240,0
15241,0
15242,0
15243,0
15244,17
15245,17
15246,0
15247,20
15248,35
15249,55
15250,15
15251,61
15252,49
15253,14
15254,26
15255,26
15256,46
15257,26
15258,31
15259,24
15260,5
15261,14
15262,12
15263,20
15264,0
15265,37
15266,14
15267,0
15268,17
15269,11
15270,23
15271,29
15272,20
15273,126
15274,115
15275,162
15276,23
15277,0
15278,52
15279,250
15280,68
15281,53
15282,252
15283,0
15284,102
15285,0
15286,0
15287,0
15288,39
15289,70
15290,186
15291,133
15292,220
15293,236
15294,0
15295,147
15296,0
15297,0
15298,75
15299,198
15300,276
15301,169
15302,78
15303,311
15304,82
15305,147
15306,5
15307,119
15308,301
15309,25
15310,14
15311,51
15312,0
15313,22
15314,19
15315,107
15316,76
15317,0
15318,0
15319,51
15320,113
15321,79
15322,11
15323,122
15324,3
15325,29
15326,0
15327,0
15328,53
15329,20
15330,0
15331,141
15332,0
15333,0
15334,0
15335,12
15336,0
15337,0
15338,0
15339,19
15340,146
15341,80
15342,88
15343,16
15344,3
15345,13
15346,65
15347,7
15348,16
15349,0
15350,78
15351,24
15352,7
15353,168
15354,112
15355,87
15356,43
15357,65
15358,107
15359,85
15360,122
15361,79
15362,136
15363,73
15364,77
15365,60
15366,51
15367,34
15368,125
15369,0
15370,68
15371,0
15372,32
15373,0
15374,0
15375,0
15376,128
15377,66
15378,143
15379,102
15380,50
15381,62
15382,0
15383,91
15384,277
15385,0
15386,89
15387,4
15388,110
15389,58
15390,135
15391,0
15392,0
15393,141
15394,90
15395,65
15396,97
15397,90
15398,42
15399,104
15400,41
15401,74
15402,26
15403,58
15404,0
15405,71
15406,104
15407,200
15408,0
15409,0
15410,150
15411,166
15412,582
15413,71
15414,65
15415,87
15416,2
15417,12
15418,33
15419,31
15420,22
15421,107
15422,6
15423,19
15424,36
15425,3
15426,3
15427,87
15428,75
15429,150
15430,172
15431,92
15432,121
15433,118
15434,140
15435,89
15436,254
15437,77
15438,0
15439,41
15440,46
15441,85
15442,21
15443,36
15444,44
15445,44
15446,136
15447,56
15448,26
15449,68
15450,44
15451,62
15452,71
15453,65
15454,59
15455,90
15456,180
15457,173
15458,68
15459,0
15460,0
15461,99
15462,185
15463,126
15464,21
15465,110
15466,0
15467,118
15468,23
15469,36
15470,92
15471,45
15472,53
15473,13
15474,82
15475,70
15476,42
15477,44
15478,68
15479,53
15480,110
15481,52
15482,71
15483,55
15484,0
15485,0
15486,0
15487,0
15488,0
15489,27
15490,10
15491,86
15492,58
15493,14
15494,21
15495,139
15496,81
15497,266
15498,121
15499,40
15500,21
15501,14
15502,337
15503,198
15504,0
15505,263
15506,231
15507,46
15508,60
15509,33
15510,44
15511,0
15512,34
15513,44
15514,30
15515,31
15516,14
15517,85
15518,19
15519,90
15520,39
15521,54
15522,19
15523,3
15524,51
15525,23
15526,81
15527,74
15528,28
15529,115
15530,123
15531,0
15532,0
15533,35
15534,29
15535,43
15536,20
15537,47
15538,23
15539,23
15540,8
15541,66
15542,27
15543,35
15544,23
15545,17
15546,23
15547,25
15548,89
15549,57
15550,59
15551,47
15552,18
15553,153
15554,9
15555,15
15556,27
15557,16
15558,30
15559,21
15560,9
15561,16
15562,35
15563,38
15564,15
15565,21
15566,25
15567,17
15568,14
15569,8
15570,25
15571,33
15572,15
15573,14
15574,42
15575,33
15576,14
15577,21
15578,70
15579,49
15580,16
15581,0
15582,198
15583,217
15584,0
15585,64
15586,142
15587,204
15588,4
15589,26
15590,0
15591,87
15592,130
15593,56
15594,100
15595,61
15596,203
15597,38
15598,0
15599,46
15600,26
15601,31
15602,104
15603,97
15604,0
15605,0
15606,63
15607,162
15608,10
15609,0
15610,51
15611,41
15612,0
15613,50
15614,58
15615,31
15616,24
15617,39
15618,65
15619,106
15620,26
15621,12
15622,17
15623,54
15624,26
15625,0
15626,0
15627,99
15628,0
15629,26
15630,104
15631,102
15632,51
15633,75
15634,128
15635,22
15636,22
15637,82
15638,130
15639,94
15640,89
15641,52
15642,112
15643,37
15644,74
15645,309
15646,185
15647,197
15648,101
15649,71
15650,135
15651,130
15652,40
15653,24
15654,13
15655,0
15656,28
15657,23
15658,0
15659,99
15660,13
15661,13
15662,24
15663,177
15664,215
15665,320
15666,149
15667,275
15668,85
15669,0
15670,20
15671,0
15672,0
15673,25
15674,9
15675,175
15676,7
15677,32
15678,28
15679,49
15680,94
15681,88
15682,93
15683,114
15684,159
15685,61
15686,77
15687,0
15688,226
15689,263
15690,61
15691,80
15692,103
15693,74
15694,86
15695,63
15696,0
15697,0
15698,2
15699,0
15700,308
15701,0
15702,11
15703,86
15704,76
15705,82
15706,71
15707,40
